feature,importance_pvc,importance_gain
frecuencia_de_compra,67.00524434630383,67.00524434630383
edad,31.23654574402254,31.23654574402254
genero,1.7582099096736163,1.7582099096736163
promociones_utilizadas,0.0,0.0
marca_preferida,0.0,0.0
