feature,importance_pvc,importance_gain
edad,27.097481095387202,27.097481095387202
promociones_utilizadas,21.464595576973473,21.464595576973473
marca_preferida,21.372045540141567,21.372045540141567
frecuencia_de_compra,20.25432126626487,20.25432126626487
genero,9.811556521232816,9.811556521232816
